link,tipo_vivienda,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,dirección
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/tomas-moraav-fco-bilbao/2243237,Casa,7.0,5.0,No,526,248,"La Reina, Tomás Mora/Av. Fco. Bilbao"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/francisco-de-villagrabramante/3079373,Casa,3.0,3.0,No,600,220,"La Reina, Francisco de Villagra/Bramante"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/santa-ritasimon-bolivar/3539663,Casa,4.0,2.0,No,857,163,"La Reina, Santa Rita/Simon Bolivar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/loreley-echenique/3077334,Casa,5.0,4.0,No,600,240,"La Reina, Loreley / Echeñique"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/7d-y-6b-l-escultora-rebeca-matte-l-helsby/3123483,Casa,6.0,5.0,4,1100,450,"La Reina, 7D y 6B l Escultora Rebeca Matte l Helsby"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-bolivarvalenzuela-llanos/2898386,Casa,4.0,3.0,No,470,209,"La Reina, Simón Bolivar/Valenzuela Llanos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/julia-bernstreinalvaro-casanova/3023218,Casa,3.0,2.0,No,600,140,"La Reina, Julia bernstrein/Alvaro casanova"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/alvaro-casanovaalvaro-casanova-lm/2506072,Casa,3.0,3.0,No,672,140,"La Reina, alvaro casanova/alvaro Casanova LM"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/padre-hurtado-survalenzuela-puelma/3170373,Casa,5.0,3.0,No,1350,242,"La Reina, Padre Hurtado Sur/Valenzuela PUelma"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/7d-5b-servicio-club-housereina-victoriaprincipe-de-gales-inmobiliaria-residencial-adultos-mayores-colegio/3402223,Casa,7.0,5.0,5,1400,400,"La Reina, 7D 5B + Servicio + Club House/Reina Victoria/Príncipe de Gales  Inmobiliaria, Residencial Adultos Mayores, Colegio"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/las-perdicestalinay/3539650,Casa,2.0,1.0,No,64,56,"La Reina, Las Perdices/Talinay"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/loreleymonsenor-edwards/1367271,Casa,4.0,3.0,No,600,180,"La Reina, Loreley/Monseñor edwards"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/padre-hurtadovalenzuela-puelma/3170405,Casa,4.0,3.0,No,1343,275,"La Reina, Padre Hurtado/Valenzuela Puelma"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/av-alcalde-fernando-castillo-velasco-maria-monvel/3157765,Casa,3.0,4.0,No,404,144,"La Reina, Av. Alcalde Fernando Castillo Velasco / María Monvel"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/julia-bernstreinalvaro-casanova/3023213,Casa,3.0,2.0,No,550,140,"La Reina, Julia bernstrein/Alvaro casanova"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosola-las-perdicesmaria-monvel-altazor/3539765,Casa,4.0,3.0,No,954,230,"La Reina, Carlos Silva Vildósola - Las Perdices/María Monvel - Altazor"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/metro-principe-de-gales-reina-victoria/3728035,Casa,3.0,4.0,No,1070,250,"La Reina, Metro Principe de Gales - Reina Victoria"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/helsbypadre-hurtado/3054974,Casa,5.0,4.0,No,523,285,"La Reina, Helsby/Padre Hurtado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/santa-ritaalcala-de-henares/3556996,Casa,4.0,2.0,No,448,133,"La Reina, Santa rita/alcala de henares"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/propiedad-residencial-de-1371-m2-carlos-silva-vildosola-la-reina/3109533,Casa,4.0,5.0,No,1371,425,"La Reina, Propiedad Residencial de 1.371 m2. Carlos Silva Vildósola. La Reina"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-ossandonsimon-bolivar/3524047,Casa,4.0,3.0,No,430,160,"La Reina, Carlos ossandon/simon bolivar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosolapadre-hurtado/3569406,Casa,5.0,4.0,No,413,198,"La Reina, Carlos Silva Vildosola/Padre Hurtado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/av-carlos-ossandon/3017465,Casa,4.0,5.0,No,2240,434,"La Reina, Av. Carlos Ossandón"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/monsenor-edwardspdte-ovalle/3555402,Casa,4.0,1.0,No,825,118,"La Reina, Monseñor Edwards/Pdte Ovalle"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/propiedad-de-800-m2-en-excelente-sector-residencial/3728193,Casa,6.0,4.0,No,800,412,"La Reina, Propiedad de 800 m2 en excelente sector residencial"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/larrain-tobalaba/2158714,Casa,6.0,4.0,No,860,420,"La Reina, Larraín / Tobalaba"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/larrainalvaro-casanova/2114355,Casa,5.0,5.0,No,651,202,"La Reina, Larrain/alvaro casanova"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/principe-de-gales-salvador-izquierdo/3508925,Casa,4.0,3.0,No,1150,295,"La Reina, Principe de Gales / Salvador Izquierdo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/colegio-grangepdte-ovalle/3473496,Casa,4.0,3.0,No,650,200,"La Reina, Colegio Grange/Pdte. Ovalle"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/carlos-silva-vildosola-las-perdicesavenida-principe-de-galez-la-reina-alta/3539738,Casa,5.0,4.0,No,640,225,"La Reina, Carlos Silva Vildósola - Las Perdices/Avenida príncipe de Galez - La Reina Alta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/reina-victoriaramon-laval/3508197,Casa,4.0,2.0,No,690,205,"La Reina, Reina Victoria/Ramón Laval"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/helsbynicanor-plaza/3556987,Casa,7.0,5.0,No,1100,400,"La Reina, Helsby/Nicanor Plaza"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/hospital-militarcarlos-ossandon/1326629,Casa,3.0,3.0,No,502,140,"La Reina, Hospital Militar/Carlos Ossandon"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/la-canadamonsedwards/3508086,Casa,3.0,2.0,No,650,200,"La Reina, La Cañada/Mons.Edwards"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/las-perdicesfernando-castillo-velascos/3460808,Casa,3.0,1.0,No,55,85,"La Reina, Las Perdices/Fernando Castillo Velascos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/alcalde-castillo-velascotobalaba/3507750,Casa,6.0,2.0,No,450,167,"La Reina, Alcalde Castillo Velasco/Tobalaba"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/jose-zapiola-echenique/3509328,Casa,5.0,3.0,No,537,200,"La Reina, José Zapiola/ Echeñique"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/simon-gonzalezcarlos-ossandon/3066204,Casa,3.0,3.0,No,1070,178,"La Reina, Simon gonzález/carlos ossandon"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/pje-dos-cauquenanueva-principe-de-gales/1920628,Casa,2.0,2.0,No,79,79,"La Reina, pje dos. cauquena/nueva príncipe de gales"
https://chilepropiedades.cl/ver-publicacion/venta-usada/la-reina/casa/colegio-andree-grange/2686954,Casa,4.0,2.0,No,860,260,"La Reina, Colegio Andree - Grange"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/casa-en-av-san-martin-valle-grande/3734555,Casa,3.0,3.0,No,220,117,"Lampa, Casa en Av. San Martín Valle Grande"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/valle-grande/3695324,Casa,3.0,3.0,4,"192,77",119,"Lampa, Valle Grande"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/casa-en-valle-grande/3734517,Casa,4.0,2.0,No,185,84,"Lampa, Casa en Valle Grande"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/latorre/3179808,Casa,3.0,2.0,2,446,70,"Lampa, Latorre"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/larapinta-pte-2514/3322013,Casa,3.0,3.0,1,232,88,"Lampa, Larapinta Pte 2514"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/larapinta-oriente/3161032,Casa,3.0,3.0,2,256,111,"Lampa, Larapinta Oriente"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-el-amanecer-condominio-santa-rosa/3629394,Casa,4.0,3.0,No,300,350,"Lampa, Camino El Amanecer, Condominio Santa Rosa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-comendadores/3624388,Casa,5.0,3.0,5,5300,300,"Lampa, Los Comendadores"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/eleuterio-ramirez/3591489,Casa,2.0,1.0,1,,,"Lampa, Eleuterio Ramírez"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/la-montana-surrio-tolten/2272123,Casa,3.0,2.0,No,0,122,"Lampa, La montaña sur/rio tolten"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-mirador-del-vallebatucolampa/1425526,Casa,4.0,4.0,No,5000,280,"Lampa, Condominio Mirador del Valle/Batuco/Lampa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/gral-san-martin-nte-305/3711631,Casa,3.0,3.0,2,233,123,"Lampa, Gral San Martín Nte 305"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/el-parroco-fernandez-640/2166204,Casa,4.0,1.0,1,,,"Lampa, El párroco fernandez 640"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/el-lucero-lampa/3459496,Casa,6.0,3.0,4,700,200,"Lampa, El Lucero, Lampa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/hermosa-vista-al-valle-piscinaquincho/3034676,Casa,3.0,4.0,4,5000,150,"Lampa, Hermosa vista al valle piscina,quincho"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/baquedano/3526571,Casa,3.0,1.0,3,1550,102,"Lampa, Baquedano"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-guerreros/3536733,Casa,5.0,4.0,8,5000,300,"Lampa, Los Guerreros"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/la-montana-norte/3647145,Casa,3.0,3.0,2,194,198,"Lampa, La Montaña Norte"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-guerreros/3529374,Casa,4.0,4.0,4,5300,309,"Lampa, Los Guerreros"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-laguna-norteav-el-porvenir/3630417,Casa,3.0,2.0,No,0,73,"Lampa, Condominio Laguna Norte/Av El Porvenir"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/parcela-en-condominio-algarrobo-de-batuco/3489433,Casa,5.0,4.0,No,5476,0,"Lampa, Parcela en Condominio Algarrobo de Batuco"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-los-coihues/3606276,Casa,4.0,4.0,3,385,"244,47","Lampa, Condominio Los Coihues"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/lampa/3613365,Casa,3.0,3.0,2,200,88,"Lampa, lampa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/gral-san-martin-rio-claro/1035207,Casa,4.0,3.0,2,190,96,"Lampa, Gral San Martin / Rio Claro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avenida-la-montanario-tolten/3460810,Casa,3.0,3.0,No,220,93,"Lampa, Avenida La Montaña/.Rio Tolten"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avenida-el-rodeo/3692746,Casa,4.0,3.0,3,289,175,"Lampa, Avenida El Rodeo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/los-comendadores/3551447,Casa,7.0,3.0,8,5300,240,"Lampa, Los Comendadores"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/tomas-gonzalez/3604149,Casa,3.0,1.0,3,,,"Lampa, Tomás González"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/av-la-hacienda-2121/3523039,Casa,3.0,1.0,2,181,65,"Lampa, Av. La Hacienda 2121"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/batuco/2897565,Casa,3.0,2.0,No,5650,100,"Lampa, Batuco"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-las-flores/3135762,Casa,3.0,1.0,1,238,73,"Lampa, Camino Las Flores"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/las-margaritas-oriente-2443/3541982,Casa,4.0,3.0,1,220,120,"Lampa, Las Margaritas Oriente 2443"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/las-calerias/3515842,Casa,3.0,2.0,8,5000,120,"Lampa, Las Calerias"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/avda-los-halcones/3583576,Casa,3.0,3.0,3,273,99,"Lampa, Avda Los Halcones"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-santa-saracondominio-quilquenbatucolampa/1981777,Casa,4.0,4.0,No,5500,350,"Lampa, Camino Santa Sara/Condominio Quilquén/Batuco-Lampa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/camino-del-viento/3537279,Casa,4.0,3.0,2,182,125,"Lampa, Camino del Viento"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/condominio-los-comendadores-batuco/3510781,Casa,4.0,2.0,,5060,250,"Lampa, Condominio los comendadores, batuco."
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/mirador-del-valle/3459671,Casa,3.0,3.0,6,4500,140,"Lampa, Mirador del Valle"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/las-calerias/3459530,Casa,5.0,4.0,8,5000,300,"Lampa, Las Calerias"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/casa-2-pisos-en-hacienda-urbana-larapinta/3627620,Casa,3.0,3.0,No,230,111,"Lampa, Casa 2 Pisos en Hacienda Urbana Larapinta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/linda-casa-de-1-piso-en-hacienda-urbana-larapinta/3469164,Casa,3.0,2.0,No,245,71,"Lampa, Linda Casa de 1 Piso en Hacienda Urbana Larapinta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lampa/casa/batuco/3522735,Casa,7.0,2.0,5,500,120,"Lampa, Batuco"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/paul-harris-vital-apoquindo/3505677,Casa,4.0,2.0,No,144,112,"Las Condes, Paul Harris Vital Apoquindo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta-mirasolgral-blanche/3011446,Casa,5.0,4.0,No,860,345,"Las Condes, La Foresta (Mirasol/Gral. Blanche)"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/general-blanche-san-carlos-apoquindoquebrada-honda/2989005,Casa,4.0,5.0,No,840,240,"Las Condes, General Blanche San Carlos Apoquindo/Quebrada Honda"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-forestafrancisco-bulnes-correa/3395897,Casa,6.0,5.0,No,1025,311,"Las Condes, La Foresta/Francisco Bulnes Correa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/quinchamalila-quebrada/3725814,Casa,6.0,5.0,No,921,427,"Las Condes, Quinchamali/La Quebrada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/vichatobilbao/3728872,Casa,4.0,2.0,No,182,109,"Las Condes, Vichato/bilbao"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-el-olivar/3526675,Casa,6.0,5.0,4,1065,202,"Las Condes, Camino El Olivar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/mirador-los-dominicosvicente-ferrer/3725162,Casa,5.0,5.0,No,1000,370,"Las Condes, Mirador Los Dominicos/Vicente Ferrer"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-la-vina/3336397,Casa,5.0,4.0,,1980,590,"Las Condes, Camino la viña"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/hamiltoncamino-la-posada/3117837,Casa,4.0,4.0,No,2480,720,"Las Condes, Hamilton/Camino La Posada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesasgeneral-blanche/3725146,Casa,4.0,3.0,No,1023,396,"Las Condes, Las Condesas/General Blanche"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-militares/2861639,Casa,3.0,2.0,No,150,75,"Las Condes, Los Militares"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/francisco-de-asis/1488561,Casa,5.0,4.0,No,1650,290,"Las Condes, Francisco de Asis"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/fray-bernardo-la-cabana/3017419,Casa,5.0,4.0,No,840,270,"Las Condes, Fray Bernardo / La Cabaña"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta/3017428,Casa,5.0,5.0,No,1300,280,"Las Condes, La foresta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/elegante-casa-familiar-en-colina-miravalle-los-dominicos/2786219,Casa,6.0,6.0,6,1525,492,"Las Condes, Elegante casa Familiar en Colina Miravalle, Los Domínicos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya/3508699,Casa,6.0,6.0,No,1390,740,"Las Condes, Atalaya"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/carlos-pena-otaeguicolina-del-peumo/3725303,Casa,6.0,5.0,No,804,420,"Las Condes, Carlos Peña Otaegui/Colina del Peumo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/felix-de-amestilas-pataguas/3467854,Casa,4.0,3.0,No,185,213,"Las Condes, Félix de Amesti/Las Pataguas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/amplios-jardines-maravillosa-vista-piscina-calidad/3716065,Casa,6.0,,,,,"Las Condes, Amplios Jardines Maravillosa Vista Piscina Calidad"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/quinchamalilimavida/3725310,Casa,5.0,5.0,No,1475,421,"Las Condes, Quinchamalí/Limavida"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/padre-hurtado-nortelas-verbenas/3625885,Casa,5.0,3.0,1,165,135,"Las Condes, Padre hurtado  norte/las verbenas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colon-hernando-de-magallanes/3503977,Casa,5.0,3.0,No,800,340,"Las Condes, Colon / Hernando de Magallanes"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/rotonda-las-florescampanario/2278188,Casa,4.0,4.0,No,1280,304,"Las Condes, Rotonda las flores/campanario"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesasquebrada-honda/3725827,Casa,4.0,4.0,No,1111,273,"Las Condes, Las Condesas/Quebrada Honda"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-del-observatoriolos-pintores/3725140,Casa,4.0,4.0,No,1600,500,"Las Condes, Camino Del Observatorio/Los Pintores"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-mirasol-camino-el-albageneral-blanche-los-dominicos/3565072,Casa,6.0,4.0,No,870,400,"Las Condes, Camino Mirasol - Camino El Alba/General Blanche - Los Domínicos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-ananucasquinchamali/3725778,Casa,6.0,5.0,No,1315,410,"Las Condes, Las Añañucas/Quinchamali"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-la-fuente-lado-colegio-redland-school-anla-foresta/3056846,Casa,4.0,5.0,No,1400,500,"Las Condes, Camino la fuente lado colegio redland school an/la foresta -"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta-mirasol/2686976,Casa,5.0,4.0,No,860,320,"Las Condes, La Foresta - Mirasol"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-pintores-camino-el-olivar/3504214,Casa,3.0,3.0,No,1580,140,"Las Condes, Los pintores / Camino El Olivar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya/2437065,Casa,6.0,6.0,4,1020,474,"Las Condes, Atalaya"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/excelente-ubicacionotonal-oriente/3708250,Casa,6.0,4.0,No,820,300,"Las Condes, Excelente ubicación/otoñal oriente"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/impresionantecamino-la-posada/3401800,Casa,4.0,4.0,No,1606,480,"Las Condes, Impresionante/camino la posada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/tiruacamarico/3724951,Casa,4.0,4.0,No,850,265,"Las Condes, Tirúa/Camarico"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colina-la-gloria/2437627,Casa,6.0,7.0,5,830,426,"Las Condes, Colina La Gloria"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesas/1966398,Casa,5.0,4.0,No,845,277,"Las Condes, Las Condesas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/casa-2-pisos-en-excelente-sector-residencial/3525724,Casa,4.0,2.0,No,98,109,"Las Condes, Casa 2 Pisos en excelente sector residencial"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes/3727733,Casa,2.0,2.0,1,56,56,"Las Condes, Las condes"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/san-jose-de-la-sierralimavida/2501482,Casa,5.0,5.0,No,1208,413,"Las Condes, San José de la Sierra/Limavida"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/polobandacarlos-alrvarado/2521024,Casa,5.0,4.0,No,786,220,"Las Condes, Polobanda/carlos alrvarado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/pasaje-cerrado-a-pasos-verbo-villa-mariamartin-zamora-malaga/3524232,Casa,3.0,2.0,No,140,150,"Las Condes, Pasaje cerrado  a pasos verbo, villa maria/martin zamora/ malaga"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colegio-wenlock-carlos-pena-otaegui/3570999,Casa,5.0,4.0,No,1150,300,"Las Condes, Colegio Wenlock - Carlos Peña Otaegui"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/paul-harris-gran-jardin-800-metrosclinica-las-condes-charles-hamilton/3593463,Casa,6.0,4.0,No,800,255,"Las Condes, Paul harris-    gran jardin 800 metros/clinica las condes   - charles hamilton"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/metro-los-dominicospadre-hurtado-sur/3688251,Casa,4.0,2.0,No,167,136,"Las Condes, Metro Los Dominicos/Padre Hurtado Sur"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cardenal-newman-bocaccio/2372303,Casa,4.0,4.0,No,796,260,"Las Condes, Cardenal Newman / Bocaccio"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/sector-camino-el-alba/2883302,Casa,4.0,3.0,3,1000,400,"Las Condes, Sector Camino El Alba"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya7carlos-pena-otaegui/2362615,Casa,7.0,5.0,No,1200,490,"Las Condes, Atalaya7Carlos Peña Otaegui"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/casa-de-2-pisos-en-camino-la-vina/3734637,Casa,7.0,5.0,No,1980,590,"Las Condes, Casa de 2 pisos en Camino La Viña"
https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colegio-redlandlas-tortolas/3725286,Casa,4.0,3.0,No,1150,268,"Las Condes, Colegio Redland/Las Tortolas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/jose-alcalde-delanosanta-blanca/2507925,Casa,5.0,3.0,No,2385,340,"Lo Barnechea, Jose Alcalde Delano/Santa Blanca"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajoncamino-el-alto/3725011,Casa,5.0,4.0,No,2200,380,"Lo Barnechea, Camino el cajón/camino el alto"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/arrayan-pastor-fernandez/3559611,Casa,4.0,3.0,No,175,175,"Lo Barnechea, Arrayan, Pastor Fernandez"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lomas-suavesfalda-larga/2477705,Casa,4.0,3.0,No,3000,280,"Lo Barnechea, Lomas Suaves/Falda Larga"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/condominiopastor-fernandez/3557819,Casa,4.0,2.0,No,8915,215,"Lo Barnechea, Condominio/pastor fernandez"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/la-gavilla-camino-el-yunquehuinganal/2850000,Casa,4.0,3.0,No,1658,233,"Lo Barnechea, La Gavilla / Camino El Yunque/Huinganal"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-los-refugiosloma-suave/3725176,Casa,3.0,2.0,No,5000,227,"Lo Barnechea, Camino Los Refugios/Loma Suave"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/club-de-golf-lomas-de-la-dehesa/3415486,Casa,6.0,4.0,4,1450,450,"Lo Barnechea, Club de Golf Lomas de La Dehesa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-real-punta-de-aguilasel-golf-de-manquehue/3421052,Casa,5.0,5.0,No,1900,804,"Lo Barnechea, Camino Real / Punta de Aguilas/El Golf de Manquehue /"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/las-condeslucas-araya/3482560,Casa,4.0,3.0,No,253,139,"Lo Barnechea, Las condes/lucas araya"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/refugios-del-arrayancamino-del-estero/3725915,Casa,6.0,6.0,No,1780,427,"Lo Barnechea, Refugios del Arrayán/Camino del Estero"
https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/bernardo-larrain-cotapospedro-lira-urquieta/2558681,Casa,4.0,6.0,No,1400,500,"Lo Barnechea, Bernardo Larrain Cotapos/Pedro Lira Urquieta"
