link,tipo_vivienda,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,dirección
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/ortuzarestrella-solitaria/2532667,Casa,3.0,3.0,No,448,130,"Ñuñoa, Ortuzar/Estrella Solitaria"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/diego-de-almagro/3697378,Casa,4.0,3.0,3,220,130,"Ñuñoa, Diego de Almagro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/jose-domingo-canasmonsenor-eyzaguirre/2234783,Casa,5.0,3.0,No,821,250,"Ñuñoa, José Domingo Cañas/Monseñor Eyzaguirre"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/brown-norte/3504276,Casa,3.0,2.0,No,488,177,"Ñuñoa, Brown norte"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/casa-4d3b-128m2-util-300m2-terreno-eliecer-paradadiego-de-almagronunoa/3646758,Casa,4.0,3.0,3,300,128,"Ñuñoa, Casa 4D+3B 128m2 Útil 300m2 Terreno Eliecer Parada/Diego de Almagro/Ñuñoa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/augusto-villanuevairarrazabal-pf/3688090,Casa,5.0,3.0,No,0,163,"Ñuñoa, Augusto villanueva/irarrazabal pf"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/diego-de-almagro/1914493,Casa,6.0,4.0,No,524,265,"Ñuñoa, Diego de Almagro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/luis-pereirasimon-bolivar/3593967,Casa,4.0,2.0,No,400,161,"Ñuñoa, Luis Pereira/Simon Bolivar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/colegio-calasanzsan-fernando/3086370,Casa,4.0,3.0,No,287,172,"Ñuñoa, Colegio Calasanz/San Fernando"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/castillo-urizar-rodrigo-de-araya/2713572,Casa,3.0,1.0,No,700,304,"Ñuñoa, Castillo Urizar / Rodrigo De Araya"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/simon-bolivarjorge-washington/2277912,Casa,3.0,2.0,No,510,241,"Ñuñoa, Simon Bolivar/Jorge Washington"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/pdte-batlle-ordonezpedro-torres/1339112,Casa,6.0,4.0,No,480,280,"Ñuñoa, Pdte. Batlle Ordoñez/Pedro Torres"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/pedro-lautaro-ferrervillaseca/2691362,Casa,4.0,2.0,No,396,124,"Ñuñoa, Pedro lautaro ferrer/villaseca"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/av-irarrazaval-los-leonesplaza-nunoa/3407561,Casa,4.0,2.0,No,263,180,"Ñuñoa, Av irarrazaval- los leones/plaza ñuñoa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/premio-nobeljose-pedro-alessandri/3155336,Casa,3.0,2.0,No,250,112,"Ñuñoa, Premio nobel/jose pedro alessandri"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/marchant-pereiraav-simon-bolivar/1573740,Casa,3.0,2.0,No,270,140,"Ñuñoa, Marchant pereira/av. Simon bolivar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/echeniquepucara/3607472,Casa,3.0,3.0,No,622,107,"Ñuñoa, Echeñique/Pucará"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/curanipe-con-ortuzar/2518614,Casa,5.0,4.0,No,263,170,"Ñuñoa, Curanipe con Ortúzar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/hernando-de-aguirre-montenegro/764007,Casa,4.0,2.0,2,220,115,"Ñuñoa, Hernando de Aguirre/ Montenegro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/simon-bolivar-eliodoro-floressucre/3320279,Casa,4.0,2.0,No,427,180,"Ñuñoa, Simón Bolívar / Eliodoro Flores/Sucre"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-estadio-nacionalav-greciapedro-de-valdiviadr-luis-bisquert/3687868,Casa,4.0,1.0,No,204,44,"Ñuñoa, Metro Estadio Nacional/Av. Grecia/Pedro de Valdivia/Dr. Luis Bisquert"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-monsenor-eyzaguirre-eduardo-castillo-velascocapitan-fuentes/3470236,Casa,4.0,3.0,No,500,180,"Ñuñoa, Metro Monseñor Eyzaguirre / Eduardo Castillo Velasco/Capitán Fuentes"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-principe-de-galeslos-agustinoshamburgo/3687807,Casa,4.0,2.0,No,219,136,"Ñuñoa, Metro Principe de Gales/Los Agustinos/Hamburgo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/sauzal/2409546,Casa,4.0,2.0,1,262,132,"Ñuñoa, Sauzal"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/carmen-covarrubias-117/3668512,Casa,6.0,5.0,5,,,"Ñuñoa, Carmen Covarrubias 117"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/avenida-irarrazaval-alcalde-jorge-monckeberg/2579277,Casa,3.0,2.0,No,96,96,"Ñuñoa, Avenida irarrazaval / alcalde jorge monckeberg"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/hamburgosimon-bolivar/3079399,Casa,3.0,3.0,No,100,123,"Ñuñoa, Hamburgo/Simon Bolivar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/general-gorostiagaortuzar/3708149,Casa,6.0,7.0,No,243,197,"Ñuñoa, General Gorostiaga/Ortuzar"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/diagonal-orientegranada/3539547,Casa,8.0,6.0,No,420,230,"Ñuñoa, Diagonal Oriente/Granada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/los-aliagasdiagonal-oriente-tf/3344576,Casa,3.0,2.0,No,98,98,"Ñuñoa, los aliagas/diagonal oriente tf"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/iirarrazabalplaza-nunoa/1925791,Casa,4.0,2.0,No,263,237,"Ñuñoa, Iirarrazabal/plaza nuñoa"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/duble-almeydabrown-sur/1961281,Casa,6.0,3.0,No,381,273,"Ñuñoa, Dublé Almeyda/Brown Sur"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/metro-nunoapedro-de-valdivia/1796413,Casa,7.0,5.0,No,576,300,"Ñuñoa, Metro Ñuñoa/Pedro de Valdivia"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/montenegro-la-verbena/3089554,Casa,5.0,4.0,No,500,230,"Ñuñoa, Montenegro /La Verbena"
https://chilepropiedades.cl/ver-publicacion/venta-usada/nunoa/casa/montenegro/3561596,Casa,4.0,3.0,4,300,190,"Ñuñoa, Montenegro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675464,Casa,4.0,2.0,3,190,139,"Padre Hurtado, Padre Hurtado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/casa-en-condominio-sector-laguna-del-sol/3734982,Casa,4.0,3.0,No,352,156,"Padre Hurtado, Casa en Condominio sector Laguna del Sol"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/casa-2-pisos-en-condominio-tierra-viva/3584900,Casa,4.0,3.0,No,170,88,"Padre Hurtado, Casa 2 Pisos en Condominio Tierra Viva"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado-region-metropolitana/3377307,Casa,4.0,4.0,2,5000,220,
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/rodolfo-jaramillo-2618/3612732,Casa,4.0,2.0,2,120,82,"Padre Hurtado, Rodolfo Jaramillo 2618"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/pasaje-los-trigales/3574251,Casa,3.0,2.0,1,131,68,"Padre Hurtado, Pasaje Los Trigales"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675389,Casa,3.0,2.0,1,87,67,"Padre Hurtado, Padre Hurtado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/calle-santa-isabel-el-manzano/3566252,Casa,2.0,1.0,1,240,47,"Padre Hurtado, Calle Santa Isabel & El Manzano"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/san-marcos-1861/2166142,Casa,3.0,2.0,1,,,"Padre Hurtado, San Marcos 1861"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/av-los-zorzalesav-luis-pasteur/3364829,Casa,3.0,3.0,No,133,75,"Padre Hurtado, Av. Los zorzales/av. Luis pasteur"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/san-felipe-neri-1377/2241570,Casa,3.0,3.0,2,181,75,"Padre Hurtado, San Felipe Neri 1377"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/valle-del-limari-1039/3448587,Casa,3.0,2.0,1,80,60,"Padre Hurtado, Valle del Limari 1039"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/rodolfo-jaramillo-2618/3345314,Casa,3.0,2.0,1,110,85,"Padre Hurtado, Rodolfo Jaramillo 2618"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/segunda-avenida-924/3306252,Casa,4.0,2.0,1,440,96,"Padre Hurtado, Segunda Avenida 924"
https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675443,Casa,3.0,3.0,1,280,95,"Padre Hurtado, Padre Hurtado"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/club-hipico/2382053,Casa,3.0,3.0,4,285,280,"Pedro Aguirre Cerda, Club Hípico"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/calle-andrea-doria/2626332,Casa,3.0,2.0,3,136,266,"Pedro Aguirre Cerda, Calle Andrea Doria"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-departamentalpasaje-cleopatra/3446735,Casa,5.0,3.0,No,300,250,"Pedro Aguirre Cerda, Avenida Departamental/Pasaje Cleopatra"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/pedro-aguirre-cerda-region-metropolitana/3072692,Casa,4.0,1.0,No,121,92,"Pedro Aguirre Cerda, Pedro Aguirre Cerda, Región Metropolitana"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/casa-2-pisos-cercana-a-estacion-metro-pac/3109638,Casa,5.0,1.0,No,200,126,"Pedro Aguirre Cerda, Casa 2 Pisos cercana a Estación metro P.A.C."
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/c/3675260,Casa,2.0,1.0,,88,56,"Pedro Aguirre Cerda, C"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/t/3591411,Casa,3.0,2.0,1,400,150,"Pedro Aguirre Cerda, T"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-cerrillos/3111834,Casa,7.0,2.0,3,200,180,"Pedro Aguirre Cerda, Avenida Cerrillos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/allipen-6133/3524579,Casa,3.0,1.0,1,180,69,"Pedro Aguirre Cerda, Allipén 6133"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/los-geranios-6224/2904313,Casa,3.0,1.0,1,128,113,"Pedro Aguirre Cerda, Los Geranios 6224"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/av-departamentalav-general-velasquez/3555460,Casa,3.0,2.0,No,156,156,"Pedro Aguirre Cerda, Av. Departamental/Av. General Velasquez"
https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/autopista-central-carlos-valdovinos/1423783,Casa,7.0,3.0,No,155,143,"Pedro Aguirre Cerda, Autopista Central / Carlos Valdovinos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/gabriela-mistral/3356916,Casa,10.0,4.0,8,1000,300,"Peñaflor, Gabriela Mistral"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/ramon-castillo/3638971,Casa,4.0,2.0,3,450,240,"Peñaflor, Ramón Castillo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/avenida-larrain-2169/3694453,Casa,3.0,2.0,1,150,90,"Peñaflor, Avenida Larraín 2169"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/pasaje-luis-borreman-cock-n-1914-villa-los-artesanos/3555577,Casa,3.0,1.0,1,73,71,"Peñaflor, Pasaje Luis Borreman Cock N° 1914, Villa Los Artesanos"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/penaflor/3675581,Casa,3.0,2.0,2,170,60,"Peñaflor, Peñaflor"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/los-husares/3674276,Casa,3.0,1.0,4,484,115,"Peñaflor, Los Húsares"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/gabriela-mistral/2801280,Casa,8.0,4.0,4,1125,88,"Peñaflor, Gabriela Mistral"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/luis-borreman-cock/3674225,Casa,4.0,1.0,1,73,71,"Peñaflor, Luis Borreman Cock"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/salvador-silva/2074047,Casa,3.0,2.0,1,102,65,"Peñaflor, Salvador Silva"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/condominio-santa-carolina/3604593,Casa,4.0,4.0,2,5000,200,"Peñaflor, Condominio Santa Carolina"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/casa-2-pisos-en-villa-los-abedules/3327703,Casa,4.0,2.0,No,413,127,"Peñaflor, Casa 2 Pisos en Villa Los Abedules"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/hernan-cortes-531/3727662,Casa,3.0,1.0,1,,,"Peñaflor, Hernán Cortés 531"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna/3520712,Casa,4.0,3.0,2,113,84,"Peñaflor, Vicuña Mackenna"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna-524/3643705,Casa,3.0,3.0,1,130,114,"Peñaflor, Vicuña Mackenna 524"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/autopista-del-solav-manuel-castillo/2994168,Casa,4.0,4.0,No,5000,350,"Peñaflor, autopista del sol/av manuel castillo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/pasaje-cecilia-275/3575939,Casa,2.0,1.0,1,44,70,"Peñaflor, Pasaje Cecilia 275"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna-524/3479350,Casa,3.0,3.0,2,112,73,"Peñaflor, Vicuña Mackenna 524"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorial/2381230,Casa,3.0,3.0,No,380,150,"Peñalolén, consistorial"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/vecino-ilustre-6170penalolen/2837933,Casa,4.0,4.0,No,340,167,"Peñalolén, Vecino ilustre 6170,peñalolen"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/pje-cabo-1o-hector-fuentealba-4318/3695473,Casa,3.0,1.0,1,,,"Peñalolén, Pje Cabo 1o Hector Fuentealba 4318"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/casa-aislada-en-conjunto-quebrada-de-macul/3635334,Casa,4.0,3.0,No,688,250,"Peñalolén, Casa Aislada en Conjunto Quebrada de Macul"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avda-americo-vespucio-suravda-jose-arrieta/3477753,Casa,4.0,2.0,No,472,0,"Peñalolén, Avda. Américo Vespucio Sur/Avda. José Arrieta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-de-macul-con-consistorial/2075061,Casa,5.0,3.0,No,449,140,"Peñalolén, Quebrada de Macul con consistorial"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanova-las-araucarias/1489182,Casa,5.0,4.0,No,560,202,"Peñalolén, Alvaro casanova / las araucarias"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/mariano-sanchez-fontecilla/3372533,Casa,4.0,3.0,6,339,148,"Peñalolén, Mariano Sánchez Fontecilla"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilinalvaro-casanova/2737017,Casa,4.0,4.0,No,541,140,"Peñalolén, Quilin/Alvaro Casanova"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/sanchez-fontecillaquebrada-de-macul/3182392,Casa,4.0,3.0,No,737,273,"Peñalolén, Sanchez Fontecilla/Quebrada de Macul"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/puren-2315/3573317,Casa,3.0,1.0,1,,,"Peñalolén, Purén 2315"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovatalinay/2939907,Casa,3.0,2.0,No,525,155,"Peñalolén, Alvaro Casanova/Talinay"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/linda-casa-2-pisos-en-ecobarrio-casagrande/3479899,Casa,4.0,3.0,No,499,167,"Peñalolén, Linda Casa 2 Pisos en Ecobarrio Casagrande"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/las-pircasalvaro-casanova/3545449,Casa,5.0,4.0,No,510,198,"Peñalolén, Las Pircas/Alvaro Casanova"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/aveinda-orientalcoralillo/3528737,Casa,2.0,1.0,No,0,43,"Peñalolén, Aveinda oriental/coralillo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/juan-de-dios-vial-correa-4500/1719518,Casa,5.0,4.0,5,2000,400,"Peñalolén, Juan de dios vial correa 4500"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/amigos-del-tenisensenada/3620853,Casa,4.0,4.0,No,448,169,"Peñalolén, Amigos del Tenis/Ensenada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovaquilin-sur/3687829,Casa,4.0,4.0,No,525,154,"Peñalolén, Alvaro Casanova/Quilín Sur"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilin-surcamino-la-meseta/3686953,Casa,5.0,4.0,No,527,193,"Peñalolén, Quilin Sur/Camino la Meseta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/ensenada/2919625,Casa,4.0,3.0,3,418,163,"Peñalolén, Ensenada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/casa-con-2-piso-cercana-a-estacion-metro-los-presidentes/3383594,Casa,4.0,1.0,No,66,74,"Peñalolén, Casa con 2º Piso cercana a Estación metro Los Presidentes"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/acueductolas-perdices/3094790,Casa,5.0,4.0,No,423,158,"Peñalolén, Acueducto/Las Perdices"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-las-perdices/2865018,Casa,5.0,4.0,3,400,180,"Peñalolén, Avenida las Perdices"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/parque-conguillio-oriente/2894909,Casa,4.0,4.0,2,343,143,"Peñalolén, Parque Conguillio Oriente"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-americo-vespucio-av-grecia/3112508,Casa,,,No,1750,0,"Peñalolén, Av Americo Vespucio / Av Grecia"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupirenacueducto/3467629,Casa,4.0,4.0,No,486,140,"Peñalolén, Antupiren/Acueducto"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/tolhuaca-sur-9083/3675955,Casa,5.0,4.0,1,422,163,"Peñalolén, Tolhuaca Sur 9083"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilin-condominio-el-mirador-ii/3523883,Casa,4.0,3.0,No,420,140,"Peñalolén, Quilin / Condominio El Mirador II"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/laguna-saldadalas-parcelas/1938579,Casa,11.0,7.0,No,500,240,"Peñalolén, Laguna Saldada/Las parcelas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/parque-ote/3509585,Casa,5.0,3.0,No,328,226,"Peñalolén, Parque ote"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupirenpasaje-puren/3593801,Casa,3.0,1.0,No,50,85,"Peñalolén, Antupiren/pasaje puren"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-consistorialfrancisco-otta/3431995,Casa,5.0,3.0,No,336,140,"Peñalolén, av. consistorial/Francisco Otta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avlas-torressan-luis-de-macul/3386266,Casa,5.0,2.0,No,150,109,"Peñalolén, Av.Las torres/san luis de macul"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-egana-1657/3306334,Casa,2.0,1.0,3,500,100,"Peñalolén, Av. Egaña 1657"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorial-quebrada-de-maculcondominio-casas-de-la-fuente-penalolen/3539788,Casa,4.0,3.0,No,504,223,"Peñalolén, Consistorial - Quebrada de Macúl/Condominio casas de la Fuente - Peñalolén"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilinalvaro-casanova/2337366,Casa,5.0,4.0,No,525,162,"Peñalolén, Quilin/Alvaro Casanova"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-las-perdices-4240/3573489,Casa,4.0,3.0,2,320,140,"Peñalolén, Av. las Perdices 4240"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/francisco-otta/3695778,Casa,4.0,3.0,No,320,143,"Peñalolén, Francisco Otta"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-san-pedro/2516275,Casa,1.0,1.0,,514,514,"Peñalolén, Quebrada San Pedro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovacondominio-club-campo-norte/2469920,Casa,5.0,5.0,No,665,220,"Peñalolén, Alvaro Casanova/Condominio Club Campo Norte"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/los-presidentesquilin-norte/2878966,Casa,6.0,6.0,No,622,180,"Peñalolén, Los Presidentes/Quilin Norte"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/jose-arrientaconsistorialvalle-hermoso/2622544,Casa,6.0,3.0,No,450,136,"Peñalolén, José Arrienta/Consistorial/Valle Hermoso"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-grecialos-molineros/3436292,Casa,3.0,1.0,No,150,80,"Peñalolén, Av. Grecia/los molineros"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorialav-quilin/3545429,Casa,4.0,4.0,No,374,161,"Peñalolén, Consistorial/Av Quilin"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-hacienda-macul/3665828,Casa,4.0,4.0,2,450,170,"Peñalolén, Avenida Hacienda Macul"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovanido-de-aguilas/3062974,Casa,2.0,2.0,No,3488,180,"Peñalolén, Alvaro Casanova/Nido de Aguilas"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/san-luis-de-maculel-robledal/3013672,Casa,5.0,1.0,No,118,60,"Peñalolén, San Luis de Macul/El Robledal"
https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-san-pedro/3410894,Casa,5.0,3.0,4,500,162,"Peñalolén, Quebrada San Pedro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabel-con-bustamante/2425100,Casa,5.0,2.0,,250,220,"Providencia, Santa Isabel con Bustamante"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/amapolas-diego-de-almagrocolegios-san-gabriel-san-ignacio-metro/3298909,Casa,3.0,4.0,No,160,120,"Providencia, Amapolas / Diego de Almagro/Colegios San Gabriel /San Ignacio / Metro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eliecer-parada/3121872,Casa,5.0,3.0,No,426,220,"Providencia, Eliecer Parada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diagonal-oriente-eliecer-parada/2385682,Casa,4.0,4.0,No,600,200,"Providencia, Diagonal Oriente, Eliecer Parada"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagroel-aguilucho/1439316,Casa,4.0,2.0,No,325,129,"Providencia, Diego de almagro/el aguilucho"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/lo-contador-pedro-de-valdivia-nortelos-conquistadores-av-santa-maria/2897721,Casa,4.0,4.0,No,700,274,"Providencia, Lo Contador / Pedro de Valdivia Norte/Los Conquistadores / Av Santa Maria"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pedro-leon-gallo-600/3029753,Casa,3.0,2.0,2,420,220,"Providencia, Pedro Leon Gallo 600"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-el-cerroel-gobernador/3373728,Casa,4.0,3.0,No,492,259,"Providencia, Av el Cerro/El Gobernador"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabelcaupolican/3366268,Casa,2.0,1.0,No,100,85,"Providencia, Santa Isabel/Caupolican"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-espanolesel-cerro/2201567,Casa,3.0,2.0,No,272,116,"Providencia, Los Españoles/El Cerro"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/el-salvadormaria-luisa-santander/3182228,Casa,11.0,9.0,No,390,405,"Providencia, El salvador/María Luisa Santander"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/casa-en-valenzuela-castillo/2916063,Casa,4.0,4.0,No,"447,2","306,64","Providencia, Casa en Valenzuela Castillo"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/plaza-dinamarca/3727582,Casa,4.0,2.0,2,204,100,"Providencia, Plaza dinamarca"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-pocurometro-francisco-bilbao/3160967,Casa,2.0,2.0,No,298,125,"Providencia, Av pocuro/metro francisco bilbao"
https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/hernando-de-aguirre-con-eliecer-parada/3710289,Casa,5.0,4.0,No,300,165,"Providencia, Hernando de Aguirre con Eliecer Parada"
